Type,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Gross Profit,Revenue,Cost of Goods,Margin,Tax
cheese,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,161.100000,252.890000,86.640000,59.370000,27.350000,0.000000,0.000000,0.000000,36.000000,60.000000,0.000000,96.000000,273.000000,320.667082,-118.141228,40.161111,1307.036964,7517.136964,6210.100000,0.173874,0.000000
Herbal pharmacy,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.000000,44.000000,113.000000,28.500000,34.500000,1.000000,39.000000,34.000000,48.000000,-161.000000,4.500000,20.000000,5.500000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,276.000000,7262.000000,6986.000000,0.038006,0.000000
spreads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.000000,78.000000,142.000000,470.000000,284.000000,102.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1104.000000,6200.000000,5096.000000,0.178065,0.000000
Chemical free produce,0.000000,0.000000,2.700000,0.000000,0.000000,11.700000,310.530000,60.750000,164.800000,475.100000,172.160000,129.800000,157.420000,69.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1554.010000,6103.460000,4549.450000,0.254611,0.000000
Cookies,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.100000,0.000000,-10.500000,12.600000,0.000000,12.000000,33.000000,108.000000,113.900000,26.900000,80.030000,117.800000,188.400000,347.350000,208.100000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1258.680000,5819.450000,4560.770000,0.216288,0.000000
Honey & Sweeteners,0.000000,0.000000,121.050000,19.950000,42.450000,227.220000,136.860000,100.000000,132.300000,81.400000,209.200000,62.500000,116.500000,93.900000,12.500000,50.000000,37.500000,25.300000,112.500000,71.500000,21.500000,21.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1695.530000,5537.050000,3841.520000,0.306215,0.000000
Whole sale,493.020000,273.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,766.145000,4636.920000,3870.775000,0.165227,0.000000
Sauces,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.750000,8.750000,8.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,218.500000,161.000000,43.500000,173.419453,160.250000,125.884310,151.049466,119.440000,1179.293229,4407.603229,3228.310000,0.267559,0.000000
Jam,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.000000,156.000000,102.500000,30.000000,272.000000,149.904040,6.931148,42.000000,1089.335188,4064.335188,2975.000000,0.268023,0.000000
Juices,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.000000,88.000000,120.500000,56.000000,41.000000,0.000000,90.990000,105.910000,42.690000,155.630000,80.690000,28.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,857.410000,3955.900000,3098.490000,0.216742,0.000000
Chocolate,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,11.000000,30.500000,30.500000,16.650000,187.300000,72.250000,211.260000,8.900000,388.500000,155.390000,11.000000,0.000000,0.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1176.250000,3344.250000,2168.000000,0.351723,0.000000
Herbal Drinks,0.000000,0.000000,17.860000,8.500000,14.050000,41.040000,51.770000,0.000000,19.600000,0.000000,19.600000,69.100000,23.600000,7.900000,0.000000,0.000000,27.800000,0.000000,0.000000,0.000000,0.000000,10.000000,-2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,157.500000,40.250000,45.750000,42.750000,92.250000,116.800000,55.664894,14.250000,873.534894,3298.114894,2424.580000,0.264859,0.000000
